time,baro_altitude,accl_x,accl_y,accl_z,gps_altitude,gyro_roll,gyro_pitch,gyro_yaw
1.9309999999999998,-0.02067785,-0.354222549,9.683677828,1.455184591,0.0,-0.000469665,0.014980047,0.005222892
1.98,-0.0401977,-0.397303668,9.683677828,1.421676961,0.0,-0.003132827,-0.036152646,-0.003831856
2.033,-0.0401977,-0.287207472,9.674105179,1.507839271,0.0,-0.004730723,-0.002064184,0.000961834
2.08,-0.060379203,-0.258486732,9.669318271,1.522199559,0.0,-0.004198091,0.009121093,0.002027099
2.1430000000000002,-0.060379203,-0.397303668,9.67889092,1.550920281,0.0,-0.001002298,-0.011118932,-0.00489712
2.182,-0.107524365,-0.359009349,9.67889092,1.565280715,0.0,0.001660864,0.013382151,0.000961834
2.2390000000000003,-0.107524365,-0.320714992,9.654958129,1.574854386,0.0,0.002193496,-0.012716829,-0.003831856
2.2800000000000002,-0.111659899,-0.33028859,9.693251646,1.455184591,0.0,0.004856657,-0.002596816,-0.001168695
2.331,-0.111659899,-0.301567851,9.669318271,1.507839271,0.0,0.003791392,0.032024279,0.003092363
2.3800000000000003,-0.131510422,-0.421237627,9.69803797,1.402529764,0.0,0.00325876,-0.000466287,-0.000636063
2.432,-0.131510422,-0.325501791,9.674105179,1.455184591,0.0,-0.002067562,0.011784255,0.002559731
2.48,-0.152188003,-0.387730107,9.683677828,1.402529764,0.0,-0.003665459,-0.02283684,-0.002766591
2.531,-0.152188003,-0.382943308,9.67889092,1.464758116,0.0,-0.003132827,-0.02283684,-0.002766591
2.58,-0.068981148,-0.306354631,9.659744453,1.517412797,0.0,-0.004730723,0.021904267,0.00469026
2.6310000000000002,-0.068981148,-0.426024427,9.659744453,1.536559993,0.0,-0.002601155,-0.011653353,-9.66574e-05
2.68,-0.062446978,-0.311141431,9.67889092,1.53177323,0.0,6.20059e-05,0.004325613,0.004697033
2.7310000000000003,-0.062446978,-0.339862152,9.683677828,1.503052363,0.0,0.00112727,-0.009522825,0.000435975
2.7800000000000002,-0.038874321,-0.344648951,9.674105179,1.526986322,0.0,0.003790431,-0.013251251,0.000435975
